# Frequency (eV) 	 Current Real 	 Imaginary
0.0889334	-0.00251684	-0.0720644
0.0893009	-0.00250465	-0.0723806
0.0896683	-0.00249231	-0.0726969
0.0900358	-0.00247982	-0.0730133
0.0904033	-0.00246717	-0.0733299
0.0907708	-0.00245437	-0.0736467
0.0911383	-0.00244142	-0.0739636
0.0915058	-0.00242832	-0.0742807
0.0918733	-0.00241506	-0.0745979
0.0922408	-0.00240165	-0.0749153
0.0926083	-0.00238809	-0.0752328
0.0929758	-0.00237438	-0.0755505
0.0933433	-0.00236052	-0.0758683
0.0937108	-0.00234651	-0.0761863
0.0940783	-0.00233235	-0.0765044
0.0944458	-0.00231804	-0.0768227
0.0948133	-0.00230358	-0.0771411
0.0951807	-0.00228898	-0.0774596
0.0955482	-0.00227423	-0.0777783
0.0959157	-0.00225933	-0.0780971
0.0962832	-0.00224429	-0.0784161
0.0966507	-0.00222911	-0.0787352
0.0970182	-0.00221378	-0.0790544
0.0973857	-0.00219831	-0.0793738
0.0977532	-0.0021827	-0.0796933
0.0981207	-0.00216695	-0.080013
0.0984882	-0.00215105	-0.0803327
0.0988557	-0.00213503	-0.0806526
0.0992232	-0.00211886	-0.0809727
0.0995907	-0.00210256	-0.0812928
0.0999582	-0.00208613	-0.0816131
0.100326	-0.00206956	-0.0819336
0.100693	-0.00205286	-0.0822541
0.101061	-0.00203603	-0.0825748
0.101428	-0.00201908	-0.0828956
0.101796	-0.00200199	-0.0832166
0.102163	-0.00198478	-0.0835376
0.102531	-0.00196745	-0.0838588
0.102898	-0.00194999	-0.0841802
0.103266	-0.00193241	-0.0845016
0.103633	-0.00191472	-0.0848232
0.104001	-0.0018969	-0.0851449
0.104368	-0.00187897	-0.0854667
0.104736	-0.00186093	-0.0857886
0.105103	-0.00184277	-0.0861107
0.105471	-0.00182451	-0.0864329
0.105838	-0.00180613	-0.0867552
0.106206	-0.00178765	-0.0870776
0.106573	-0.00176906	-0.0874002
0.106941	-0.00175037	-0.0877229
0.107308	-0.00173158	-0.0880457
0.107676	-0.00171269	-0.0883686
0.108043	-0.0016937	-0.0886917
0.108411	-0.00167462	-0.0890149
0.108778	-0.00165544	-0.0893382
0.109145	-0.00163617	-0.0896616
0.109513	-0.00161682	-0.0899852
0.10988	-0.00159737	-0.0903089
0.110248	-0.00157785	-0.0906327
0.110615	-0.00155824	-0.0909566
0.110983	-0.00153855	-0.0912807
0.11135	-0.00151878	-0.0916049
0.111718	-0.00149893	-0.0919292
0.112085	-0.00147902	-0.0922537
0.112453	-0.00145902	-0.0925783
0.11282	-0.00143896	-0.092903
0.113188	-0.00141884	-0.0932278
0.113555	-0.00139865	-0.0935528
0.113923	-0.00137839	-0.093878
0.11429	-0.00135807	-0.0942032
0.114658	-0.0013377	-0.0945286
0.115025	-0.00131727	-0.0948542
0.115393	-0.00129678	-0.0951799
0.11576	-0.00127625	-0.0955057
0.116128	-0.00125566	-0.0958317
0.116495	-0.00123503	-0.0961578
0.116863	-0.00121435	-0.0964841
0.11723	-0.00119362	-0.0968105
0.117598	-0.00117286	-0.0971371
0.117965	-0.00115206	-0.0974638
0.118333	-0.00113122	-0.0977907
0.1187	-0.00111035	-0.0981177
0.119068	-0.00108944	-0.0984449
0.119435	-0.0010685	-0.0987723
0.119803	-0.00104754	-0.0990998
0.12017	-0.00102655	-0.0994275
0.120538	-0.00100553	-0.0997554
0.120905	-0.000984493	-0.100083
0.121273	-0.000963434	-0.100412
0.12164	-0.000942358	-0.10074
0.122008	-0.000921264	-0.101069
0.122375	-0.000900156	-0.101397
0.122743	-0.000879035	-0.101726
0.12311	-0.000857902	-0.102055
0.123478	-0.000836761	-0.102385
0.123845	-0.000815611	-0.102714
0.124213	-0.000794455	-0.103044
0.12458	-0.000773295	-0.103374
0.124948	-0.000752132	-0.103704
0.125315	-0.000730967	-0.104034
0.125683	-0.000709803	-0.104365
0.12605	-0.000688639	-0.104695
0.126418	-0.000667479	-0.105026
0.126785	-0.000646323	-0.105358
0.127153	-0.000625171	-0.105689
0.12752	-0.000604027	-0.106021
0.127888	-0.000582889	-0.106353
0.128255	-0.000561761	-0.106685
0.128623	-0.000540641	-0.107017
0.12899	-0.000519533	-0.10735
0.129358	-0.000498435	-0.107682
0.129725	-0.00047735	-0.108015
0.130093	-0.000456277	-0.108349
0.13046	-0.000435218	-0.108682
0.130828	-0.000414173	-0.109016
0.131195	-0.000393142	-0.10935
0.131563	-0.000372126	-0.109685
0.13193	-0.000351124	-0.11002
0.132298	-0.000330138	-0.110354
0.132665	-0.000309168	-0.11069
0.133033	-0.000288213	-0.111025
0.1334	-0.000267273	-0.111361
0.133768	-0.000246349	-0.111697
0.134135	-0.000225439	-0.112034
0.134503	-0.000204545	-0.11237
0.13487	-0.000183664	-0.112707
0.135238	-0.000162798	-0.113045
0.135605	-0.000141945	-0.113383
0.135972	-0.000121104	-0.113721
0.13634	-0.000100275	-0.114059
0.136707	-7.94563e-05	-0.114398
0.137075	-5.86477e-05	-0.114737
0.137442	-3.78478e-05	-0.115076
0.13781	-1.70555e-05	-0.115416
0.138177	3.73078e-06	-0.115756
0.138545	2.45123e-05	-0.116096
0.138912	4.52906e-05	-0.116437
0.13928	6.60673e-05	-0.116778
0.139647	8.68443e-05	-0.11712
0.140015	0.000107623	-0.117462
0.140382	0.000128406	-0.117804
0.14075	0.000149195	-0.118147
0.141117	0.000169993	-0.11849
0.141485	0.000190801	-0.118833
0.141852	0.000211622	-0.119177
0.14222	0.000232458	-0.119521
0.142587	0.000253313	-0.119866
0.142955	0.000274188	-0.120211
0.143322	0.000295088	-0.120557
0.14369	0.000316014	-0.120903
0.144057	0.00033697	-0.121249
0.144425	0.000357959	-0.121596
0.144792	0.000378984	-0.121943
0.14516	0.00040005	-0.122291
0.145527	0.000421158	-0.122639
0.145895	0.000442314	-0.122988
0.146262	0.000463521	-0.123337
0.14663	0.000484782	-0.123686
0.146997	0.000506102	-0.124036
0.147365	0.000527485	-0.124387
0.147732	0.000548935	-0.124738
0.1481	0.000570456	-0.125089
0.148467	0.000592053	-0.125441
0.148835	0.000613731	-0.125793
0.149202	0.000635493	-0.126146
0.14957	0.000657345	-0.1265
0.149937	0.000679292	-0.126853
0.150305	0.000701338	-0.127208
0.150672	0.000723489	-0.127563
0.15104	0.00074575	-0.127918
0.151407	0.000768125	-0.128274
0.151775	0.000790621	-0.12863
0.152142	0.000813243	-0.128987
0.15251	0.000835996	-0.129345
0.152877	0.000858886	-0.129702
0.153245	0.000881919	-0.130061
0.153612	0.0009051	-0.13042
0.15398	0.000928435	-0.130779
0.154347	0.00095193	-0.131139
0.154715	0.000975592	-0.1315
0.155082	0.000999426	-0.131861
0.15545	0.00102344	-0.132223
0.155817	0.00104764	-0.132585
0.156185	0.00107202	-0.132948
0.156552	0.00109661	-0.133311
0.15692	0.0011214	-0.133675
0.157287	0.0011464	-0.134039
0.157655	0.00117161	-0.134404
0.158022	0.00119705	-0.134769
0.15839	0.00122272	-0.135135
0.158757	0.00124863	-0.135502
0.159125	0.00127478	-0.135869
0.159492	0.00130118	-0.136237
0.15986	0.00132784	-0.136605
0.160227	0.00135476	-0.136973
0.160595	0.00138195	-0.137343
0.160962	0.00140942	-0.137713
0.16133	0.00143717	-0.138083
0.161697	0.00146521	-0.138454
0.162065	0.00149355	-0.138825
0.162432	0.0015222	-0.139197
0.162799	0.00155116	-0.13957
0.163167	0.00158043	-0.139943
0.163534	0.00161003	-0.140316
0.163902	0.00163996	-0.140691
0.164269	0.00167024	-0.141065
0.164637	0.00170085	-0.14144
0.165004	0.00173182	-0.141816
0.165372	0.00176315	-0.142193
0.165739	0.00179485	-0.142569
0.166107	0.00182691	-0.142947
0.166474	0.00185936	-0.143324
0.166842	0.00189219	-0.143703
0.167209	0.00192541	-0.144082
0.167577	0.00195903	-0.144461
0.167944	0.00199306	-0.144841
0.168312	0.00202749	-0.145221
0.168679	0.00206234	-0.145602
0.169047	0.00209762	-0.145984
0.169414	0.00213332	-0.146366
0.169782	0.00216946	-0.146748
0.170149	0.00220604	-0.147131
0.170517	0.00224307	-0.147514
0.170884	0.00228055	-0.147898
0.171252	0.00231848	-0.148282
0.171619	0.00235688	-0.148667
0.171987	0.00239575	-0.149052
0.172354	0.00243508	-0.149438
0.172722	0.0024749	-0.149824
0.173089	0.0025152	-0.15021
0.173457	0.00255598	-0.150597
0.173824	0.00259726	-0.150985
0.174192	0.00263903	-0.151372
0.174559	0.00268131	-0.15176
0.174927	0.00272408	-0.152149
0.175294	0.00276737	-0.152538
0.175662	0.00281116	-0.152927
0.176029	0.00285547	-0.153317
0.176397	0.0029003	-0.153707
0.176764	0.00294565	-0.154098
0.177132	0.00299153	-0.154489
0.177499	0.00303793	-0.15488
0.177867	0.00308486	-0.155271
0.178234	0.00313232	-0.155663
0.178602	0.00318032	-0.156056
0.178969	0.00322885	-0.156448
0.179337	0.00327792	-0.156841
0.179704	0.00332753	-0.157234
0.180072	0.00337768	-0.157628
0.180439	0.00342837	-0.158022
0.180807	0.0034796	-0.158416
0.181174	0.00353137	-0.15881
0.181542	0.00358369	-0.159204
0.181909	0.00363654	-0.159599
0.182277	0.00368995	-0.159994
0.182644	0.00374389	-0.16039
0.183012	0.00379837	-0.160785
0.183379	0.00385339	-0.161181
0.183747	0.00390896	-0.161577
0.184114	0.00396506	-0.161973
0.184482	0.0040217	-0.16237
0.184849	0.00407887	-0.162766
0.185217	0.00413657	-0.163163
0.185584	0.0041948	-0.16356
0.185952	0.00425356	-0.163957
0.186319	0.00431284	-0.164354
0.186687	0.00437264	-0.164752
0.187054	0.00443296	-0.165149
0.187422	0.0044938	-0.165547
0.187789	0.00455514	-0.165945
0.188157	0.00461699	-0.166342
0.188524	0.00467933	-0.16674
0.188892	0.00474218	-0.167139
0.189259	0.00480551	-0.167537
0.189627	0.00486933	-0.167935
0.189994	0.00493363	-0.168333
0.190361	0.0049984	-0.168732
0.190729	0.00506364	-0.16913
0.191096	0.00512934	-0.169529
0.191464	0.0051955	-0.169927
0.191831	0.00526211	-0.170326
0.192199	0.00532915	-0.170724
0.192566	0.00539663	-0.171123
0.192934	0.00546454	-0.171521
0.193301	0.00553286	-0.17192
0.193669	0.0056016	-0.172319
0.194036	0.00567074	-0.172717
0.194404	0.00574027	-0.173116
0.194771	0.00581019	-0.173515
0.195139	0.00588048	-0.173913
0.195506	0.00595114	-0.174312
0.195874	0.00602216	-0.17471
0.196241	0.00609352	-0.175109
0.196609	0.00616523	-0.175507
0.196976	0.00623726	-0.175905
0.197344	0.00630962	-0.176304
0.197711	0.00638228	-0.176702
0.198079	0.00645524	-0.1771
0.198446	0.00652849	-0.177498
0.198814	0.00660201	-0.177896
0.199181	0.0066758	-0.178294
0.199549	0.00674985	-0.178692
0.199916	0.00682413	-0.17909
0.200284	0.00689865	-0.179488
0.200651	0.0069734	-0.179886
0.201019	0.00704835	-0.180283
0.201386	0.0071235	-0.180681
0.201754	0.00719883	-0.181078
0.202121	0.00727434	-0.181476
0.202489	0.00735001	-0.181873
0.202856	0.00742583	-0.18227
0.203224	0.00750179	-0.182667
0.203591	0.00757787	-0.183064
0.203959	0.00765407	-0.183461
0.204326	0.00773037	-0.183858
0.204694	0.00780676	-0.184255
0.205061	0.00788322	-0.184652
0.205429	0.00795975	-0.185049
0.205796	0.00803633	-0.185445
0.206164	0.00811294	-0.185842
0.206531	0.00818959	-0.186238
0.206899	0.00826625	-0.186635
0.207266	0.00834291	-0.187031
0.207634	0.00841956	-0.187427
0.208001	0.00849619	-0.187824
0.208369	0.00857278	-0.18822
0.208736	0.00864933	-0.188616
0.209104	0.00872582	-0.189012
0.209471	0.00880224	-0.189408
0.209839	0.00887857	-0.189805
0.210206	0.00895481	-0.190201
0.210574	0.00903094	-0.190597
0.210941	0.00910696	-0.190993
0.211309	0.00918285	-0.191389
0.211676	0.00925859	-0.191785
0.212044	0.00933419	-0.192182
0.212411	0.00940962	-0.192578
0.212779	0.00948488	-0.192974
0.213146	0.00955995	-0.193371
0.213514	0.00963483	-0.193767
0.213881	0.0097095	-0.194164
0.214249	0.00978396	-0.19456
0.214616	0.0098582	-0.194957
0.214984	0.0099322	-0.195354
0.215351	0.010006	-0.195751
0.215719	0.0100795	-0.196148
0.216086	0.0101527	-0.196545
0.216454	0.0102257	-0.196942
0.216821	0.0102984	-0.19734
0.217188	0.0103708	-0.197738
0.217556	0.0104429	-0.198136
0.217923	0.0105147	-0.198534
0.218291	0.0105862	-0.198932
0.218658	0.0106574	-0.199331
0.219026	0.0107282	-0.19973
0.219393	0.0107988	-0.200129
0.219761	0.010869	-0.200529
0.220128	0.0109388	-0.200928
0.220496	0.0110084	-0.201328
0.220863	0.0110775	-0.201729
0.221231	0.0111463	-0.20213
0.221598	0.0112148	-0.202531
0.221966	0.0112829	-0.202932
0.222333	0.0113506	-0.203334
0.222701	0.0114179	-0.203736
0.223068	0.0114849	-0.204139
0.223436	0.0115515	-0.204542
0.223803	0.0116177	-0.204946
0.224171	0.0116836	-0.20535
0.224538	0.0117491	-0.205754
0.224906	0.0118142	-0.206159
0.225273	0.0118789	-0.206565
0.225641	0.0119432	-0.206971
0.226008	0.0120072	-0.207378
0.226376	0.0120707	-0.207785
0.226743	0.0121339	-0.208193
0.227111	0.0121968	-0.208602
0.227478	0.0122592	-0.209011
0.227846	0.0123213	-0.20942
0.228213	0.012383	-0.209831
0.228581	0.0124444	-0.210242
0.228948	0.0125054	-0.210654
0.229316	0.012566	-0.211066
0.229683	0.0126263	-0.211479
0.230051	0.0126862	-0.211893
0.230418	0.0127458	-0.212308
0.230786	0.0128051	-0.212723
0.231153	0.0128641	-0.21314
0.231521	0.0129227	-0.213557
0.231888	0.012981	-0.213975
0.232256	0.013039	-0.214393
0.232623	0.0130967	-0.214813
0.232991	0.0131541	-0.215233
0.233358	0.0132112	-0.215655
0.233726	0.0132681	-0.216077
0.234093	0.0133247	-0.2165
0.234461	0.0133811	-0.216924
0.234828	0.0134372	-0.217349
0.235196	0.013493	-0.217775
0.235563	0.0135487	-0.218202
0.235931	0.0136042	-0.21863
0.236298	0.0136594	-0.219059
0.236666	0.0137145	-0.219489
0.237033	0.0137694	-0.21992
0.237401	0.0138241	-0.220352
0.237768	0.0138787	-0.220785
0.238136	0.0139332	-0.221219
0.238503	0.0139875	-0.221655
0.238871	0.0140418	-0.222091
0.239238	0.0140959	-0.222528
0.239606	0.01415	-0.222967
0.239973	0.014204	-0.223407
0.240341	0.0142579	-0.223847
0.240708	0.0143119	-0.224289
0.241076	0.0143658	-0.224732
0.241443	0.0144197	-0.225177
0.241811	0.0144736	-0.225622
0.242178	0.0145276	-0.226069
0.242546	0.0145816	-0.226516
0.242913	0.0146357	-0.226965
0.243281	0.0146899	-0.227415
0.243648	0.0147441	-0.227867
0.244015	0.0147985	-0.228319
0.244383	0.014853	-0.228773
0.24475	0.0149077	-0.229228
0.245118	0.0149625	-0.229684
0.245485	0.0150176	-0.230141
0.245853	0.0150728	-0.2306
0.24622	0.0151282	-0.23106
0.246588	0.0151839	-0.231521
0.246955	0.0152399	-0.231983
0.247323	0.0152961	-0.232447
0.24769	0.0153526	-0.232911
0.248058	0.0154094	-0.233377
0.248425	0.0154665	-0.233845
0.248793	0.015524	-0.234313
0.24916	0.0155819	-0.234783
0.249528	0.0156401	-0.235254
0.249895	0.0156987	-0.235726
0.250263	0.0157577	-0.2362
0.25063	0.0158172	-0.236674
0.250998	0.0158771	-0.23715
0.251365	0.0159375	-0.237627
0.251733	0.0159984	-0.238105
0.2521	0.0160598	-0.238585
0.252468	0.0161216	-0.239066
0.252835	0.0161841	-0.239548
0.253203	0.016247	-0.240031
0.25357	0.0163106	-0.240515
0.253938	0.0163747	-0.241001
0.254305	0.0164394	-0.241487
0.254673	0.0165047	-0.241975
0.25504	0.0165707	-0.242464
0.255408	0.0166373	-0.242954
0.255775	0.0167045	-0.243446
0.256143	0.0167725	-0.243938
0.25651	0.0168411	-0.244432
0.256878	0.0169104	-0.244927
0.257245	0.0169804	-0.245422
0.257613	0.0170511	-0.245919
0.25798	0.0171226	-0.246417
0.258348	0.0171949	-0.246916
0.258715	0.0172679	-0.247416
0.259083	0.0173416	-0.247918
0.25945	0.0174162	-0.24842
0.259818	0.0174915	-0.248923
0.260185	0.0175677	-0.249427
0.260553	0.0176446	-0.249932
0.26092	0.0177224	-0.250439
0.261288	0.0178011	-0.250946
0.261655	0.0178805	-0.251454
0.262023	0.0179608	-0.251963
0.26239	0.018042	-0.252473
0.262758	0.018124	-0.252984
0.263125	0.018207	-0.253496
0.263493	0.0182907	-0.254009
0.26386	0.0183754	-0.254522
0.264228	0.018461	-0.255037
0.264595	0.0185474	-0.255552
0.264963	0.0186348	-0.256068
0.26533	0.018723	-0.256585
0.265698	0.0188122	-0.257103
0.266065	0.0189022	-0.257621
0.266433	0.0189932	-0.25814
0.2668	0.0190851	-0.25866
0.267168	0.0191779	-0.259181
0.267535	0.0192716	-0.259702
0.267903	0.0193662	-0.260224
0.26827	0.0194617	-0.260747
0.268638	0.0195582	-0.261271
0.269005	0.0196555	-0.261795
0.269373	0.0197538	-0.262319
0.26974	0.019853	-0.262845
0.270108	0.019953	-0.263371
0.270475	0.020054	-0.263897
0.270843	0.0201558	-0.264424
0.27121	0.0202586	-0.264952
0.271577	0.0203622	-0.26548
0.271945	0.0204667	-0.266009
0.272312	0.0205721	-0.266538
0.27268	0.0206783	-0.267068
0.273047	0.0207854	-0.267598
0.273415	0.0208934	-0.268129
0.273782	0.0210022	-0.26866
0.27415	0.0211118	-0.269191
0.274517	0.0212222	-0.269723
0.274885	0.0213335	-0.270256
0.275252	0.0214456	-0.270788
0.27562	0.0215584	-0.271322
0.275987	0.0216721	-0.271855
0.276355	0.0217865	-0.272389
0.276722	0.0219017	-0.272923
0.27709	0.0220176	-0.273458
0.277457	0.0221342	-0.273993
0.277825	0.0222516	-0.274528
0.278192	0.0223697	-0.275064
0.27856	0.0224885	-0.2756
0.278927	0.0226079	-0.276136
0.279295	0.022728	-0.276672
0.279662	0.0228488	-0.277209
0.28003	0.0229702	-0.277746
0.280397	0.0230922	-0.278283
0.280765	0.0232148	-0.278821
0.281132	0.023338	-0.279358
