# time, current_x, A_x total (ext + induced), Energy [Ha]
0	0.00316976	-0.0001	-33.8467
0.04	0.00316469	-9.99698e-05	-33.8467
0.08	0.00315046	-9.98793e-05	-33.8467
0.12	0.00312939	-9.97287e-05	-33.8467
0.16	0.00310368	-9.95185e-05	-33.8467
0.2	0.00307436	-9.92492e-05	-33.8467
0.24	0.00304136	-9.89212e-05	-33.8467
0.28	0.00300432	-9.85353e-05	-33.8467
0.32	0.00296349	-9.80921e-05	-33.8467
0.36	0.00291998	-9.75925e-05	-33.8467
0.4	0.00287538	-9.70372e-05	-33.8467
0.44	0.00283111	-9.64271e-05	-33.8467
0.48	0.00278802	-9.5763e-05	-33.8467
0.52	0.00274638	-9.50458e-05	-33.8467
0.56	0.00270604	-9.42763e-05	-33.8467
0.6	0.00266669	-9.34552e-05	-33.8467
0.64	0.00262801	-9.25833e-05	-33.8467
0.68	0.00258965	-9.16613e-05	-33.8467
0.72	0.00255126	-9.06899e-05	-33.8467
0.76	0.00251244	-8.96699e-05	-33.8467
0.8	0.00247279	-8.8602e-05	-33.8467
0.84	0.00243196	-8.7487e-05	-33.8467
0.88	0.00238967	-8.63257e-05	-33.8467
0.92	0.0023457	-8.51188e-05	-33.8467
0.96	0.00229993	-8.38672e-05	-33.8467
1	0.00225227	-8.25718e-05	-33.8467
1.04	0.00220275	-8.12334e-05	-33.8467
1.08	0.00215142	-7.98531e-05	-33.8467
1.12	0.0020984	-7.84317e-05	-33.8467
1.16	0.00204383	-7.69704e-05	-33.8467
1.2	0.00198787	-7.54701e-05	-33.8467
1.24	0.00193066	-7.3932e-05	-33.8467
1.28	0.00187234	-7.2357e-05	-33.8467
1.32	0.00181301	-7.07463e-05	-33.8467
1.36	0.00175277	-6.91011e-05	-33.8467
1.4	0.00169169	-6.74225e-05	-33.8467
1.44	0.00162983	-6.57117e-05	-33.8467
1.48	0.00156723	-6.39698e-05	-33.8467
1.52	0.00150394	-6.2198e-05	-33.8467
1.56	0.00143999	-6.03976e-05	-33.8467
1.6	0.00137541	-5.85697e-05	-33.8467
1.64	0.00131024	-5.67156e-05	-33.8467
1.68	0.00124449	-5.48365e-05	-33.8467
1.72	0.0011782	-5.29337e-05	-33.8467
1.76	0.00111141	-5.10085e-05	-33.8467
1.8	0.00104416	-4.90621e-05	-33.8467
1.84	0.000976492	-4.70957e-05	-33.8467
1.88	0.000908457	-4.51108e-05	-33.8467
1.92	0.000840106	-4.31085e-05	-33.8467
1.96	0.000771496	-4.10903e-05	-33.8467
2	0.000702686	-3.90573e-05	-33.8467
2.04	0.000633738	-3.7011e-05	-33.8467
2.08	0.000564709	-3.49525e-05	-33.8467
2.12	0.000495648	-3.28833e-05	-33.8467
2.16	0.000426595	-3.08047e-05	-33.8467
2.2	0.000357582	-2.87179e-05	-33.8467
2.24	0.000288638	-2.66243e-05	-33.8467
2.28	0.00021979	-2.45253e-05	-33.8467
2.32	0.000151066	-2.2422e-05	-33.8467
2.36	8.24918e-05	-2.03158e-05	-33.8467
2.4	1.40891e-05	-1.82081e-05	-33.8467
2.44	-5.41295e-05	-1.61001e-05	-33.8467
2.48	-0.000122158	-1.39931e-05	-33.8467
2.52	-0.000189996	-1.18885e-05	-33.8467
2.56	-0.000257639	-9.78748e-06	-33.8467
2.6	-0.000325079	-7.69138e-06	-33.8467
2.64	-0.0003923	-5.60147e-06	-33.8467
2.68	-0.00045928	-3.51904e-06	-33.8467
2.72	-0.000525991	-1.44536e-06	-33.8467
2.76	-0.000592408	6.18298e-07	-33.8467
2.8	-0.000658497	2.67066e-06	-33.8467
2.84	-0.000724223	4.71048e-06	-33.8467
2.88	-0.000789539	6.73649e-06	-33.8467
2.92	-0.000854389	8.74746e-06	-33.8467
2.96	-0.000918709	1.07421e-05	-33.8467
3	-0.00098243	1.27193e-05	-33.8467
3.04	-0.00104548	1.46778e-05	-33.8467
