# Frequency (eV) 	 Current Real 	 Imaginary
0.0602689	0.191472	-0.0776296
0.0606364	0.191734	-0.0737005
0.0610039	0.191903	-0.0697648
0.0613714	0.19198	-0.0658249
0.0617389	0.191962	-0.0618827
0.0621064	0.191851	-0.0579405
0.0624738	0.191647	-0.0540004
0.0628413	0.191348	-0.0500646
0.0632088	0.190955	-0.0461353
0.0635763	0.190468	-0.0422147
0.0639438	0.189887	-0.0383049
0.0643113	0.189213	-0.0344082
0.0646788	0.188444	-0.0305267
0.0650463	0.187582	-0.0266628
0.0654138	0.186627	-0.0228185
0.0657813	0.185579	-0.0189962
0.0661488	0.184438	-0.0151979
0.0665163	0.183206	-0.011426
0.0668838	0.181881	-0.00768254
0.0672513	0.180466	-0.0039698
0.0676188	0.17896	-0.000289952
0.0679862	0.177364	0.00335485
0.0683537	0.175679	0.00696243
0.0687212	0.173906	0.0105306
0.0690887	0.172046	0.0140574
0.0694562	0.170098	0.0175405
0.0698237	0.168065	0.0209778
0.0701912	0.165947	0.0243674
0.0705587	0.163746	0.0277071
0.0709262	0.161462	0.0309949
0.0712937	0.159096	0.0342287
0.0716612	0.15665	0.0374066
0.0720287	0.154125	0.0405266
0.0723962	0.151523	0.0435868
0.0727637	0.148844	0.0465852
0.0731312	0.14609	0.04952
0.0734986	0.143262	0.0523892
0.0738661	0.140363	0.0551912
0.0742336	0.137393	0.0579241
0.0746011	0.134354	0.0605861
0.0749686	0.131248	0.0631755
0.0753361	0.128077	0.0656907
0.0757036	0.124842	0.0681301
0.0760711	0.121544	0.070492
0.0764386	0.118187	0.0727748
0.0768061	0.114771	0.0749772
0.0771736	0.111299	0.0770975
0.0775411	0.107772	0.0791345
0.0779086	0.104193	0.0810866
0.0782761	0.100564	0.0829527
0.0786435	0.0968858	0.0847314
0.079011	0.0931616	0.0864215
0.0793785	0.0893932	0.0880218
0.079746	0.0855827	0.0895313
0.0801135	0.0817325	0.0909488
0.080481	0.0778446	0.0922733
0.0808485	0.0739214	0.0935039
0.081216	0.0699652	0.0946397
0.0815835	0.0659781	0.0956798
0.081951	0.0619627	0.0966234
0.0823185	0.0579211	0.0974698
0.082686	0.0538559	0.0982184
0.0830535	0.0497693	0.0988686
0.083421	0.0456638	0.0994197
0.0837885	0.0415418	0.0998713
0.0841559	0.0374058	0.100223
0.0845234	0.0332582	0.100474
0.0848909	0.0291015	0.100625
0.0852584	0.0249381	0.100675
0.0856259	0.0207706	0.100624
0.0859934	0.0166014	0.100472
0.0863609	0.0124331	0.100218
0.0867284	0.00826812	0.0998636
0.0870959	0.00410898	0.0994079
0.0874634	-4.18037e-05	0.0988512
0.0878309	-0.00418173	0.0981938
0.0881984	-0.00830831	0.0974359
0.0885659	-0.012419	0.0965779
0.0889334	-0.0165114	0.0956201
0.0893009	-0.020583	0.0945631
0.0896683	-0.0246313	0.0934073
0.0900358	-0.0286539	0.0921534
0.0904033	-0.0326482	0.090802
0.0907708	-0.036612	0.0893538
0.0911383	-0.0405427	0.0878096
0.0915058	-0.0444381	0.0861702
0.0918733	-0.0482956	0.0844366
0.0922408	-0.052113	0.0826098
0.0926083	-0.0558879	0.0806907
0.0929758	-0.0596181	0.0786804
0.0933433	-0.0633013	0.0765802
0.0937108	-0.0669351	0.0743911
0.0940783	-0.0705175	0.0721146
0.0944458	-0.0740462	0.0697518
0.0948133	-0.0775191	0.0673043
0.0951807	-0.0809341	0.0647734
0.0955482	-0.084289	0.0621606
0.0959157	-0.0875819	0.0594675
0.0962832	-0.0908107	0.0566957
0.0966507	-0.0939736	0.0538469
0.0970182	-0.0970685	0.0509227
0.0973857	-0.100094	0.0479249
0.0977532	-0.103047	0.0448553
0.0981207	-0.105927	0.0417159
0.0984882	-0.108732	0.0385084
0.0988557	-0.111461	0.0352348
0.0992232	-0.11411	0.0318971
0.0995907	-0.11668	0.0284974
0.0999582	-0.119168	0.0250378
0.100326	-0.121574	0.0215203
0.100693	-0.123895	0.017947
0.101061	-0.12613	0.0143203
0.101428	-0.128278	0.0106423
0.101796	-0.130337	0.00691531
0.102163	-0.132307	0.00314157
0.102531	-0.134187	-0.00067656
0.102898	-0.135975	-0.00453673
0.103266	-0.13767	-0.00843656
0.103633	-0.139271	-0.0123736
0.104001	-0.140778	-0.0163455
0.104368	-0.14219	-0.0203498
0.104736	-0.143506	-0.0243839
0.105103	-0.144725	-0.0284455
0.105471	-0.145846	-0.0325319
0.105838	-0.14687	-0.0366406
0.106206	-0.147795	-0.0407692
0.106573	-0.148621	-0.044915
0.106941	-0.149349	-0.0490755
0.107308	-0.149976	-0.0532481
0.107676	-0.150505	-0.0574302
0.108043	-0.150933	-0.0616193
0.108411	-0.151262	-0.0658127
0.108778	-0.151491	-0.0700079
0.109145	-0.151619	-0.0742022
0.109513	-0.151649	-0.0783932
0.10988	-0.151579	-0.0825782
0.110248	-0.151409	-0.0867546
0.110615	-0.151141	-0.0909199
0.110983	-0.150774	-0.0950715
0.11135	-0.15031	-0.0992069
0.111718	-0.149748	-0.103323
0.112085	-0.149089	-0.107419
0.112453	-0.148334	-0.11149
0.11282	-0.147483	-0.115536
0.113188	-0.146538	-0.119552
0.113555	-0.145499	-0.123538
0.113923	-0.144367	-0.12749
0.11429	-0.143144	-0.131406
0.114658	-0.14183	-0.135283
0.115025	-0.140426	-0.13912
0.115393	-0.138933	-0.142915
0.11576	-0.137354	-0.146663
0.116128	-0.135688	-0.150365
0.116495	-0.133939	-0.154017
0.116863	-0.132105	-0.157617
0.11723	-0.130191	-0.161164
0.117598	-0.128196	-0.164654
0.117965	-0.126122	-0.168086
0.118333	-0.123972	-0.171459
0.1187	-0.121747	-0.17477
0.119068	-0.119448	-0.178017
0.119435	-0.117077	-0.181198
0.119803	-0.114637	-0.184312
0.12017	-0.112129	-0.187356
0.120538	-0.109554	-0.19033
0.120905	-0.106916	-0.193231
0.121273	-0.104216	-0.196058
0.12164	-0.101455	-0.19881
0.122008	-0.0986373	-0.201484
0.122375	-0.0957635	-0.20408
0.122743	-0.0928361	-0.206597
0.12311	-0.0898574	-0.209032
0.123478	-0.0868296	-0.211384
0.123845	-0.0837549	-0.213653
0.124213	-0.0806358	-0.215838
0.12458	-0.0774744	-0.217936
0.124948	-0.0742732	-0.219948
0.125315	-0.0710345	-0.221872
0.125683	-0.0677607	-0.223708
0.12605	-0.0644543	-0.225455
0.126418	-0.0611177	-0.227111
0.126785	-0.0577533	-0.228677
0.127153	-0.0543636	-0.230152
0.12752	-0.0509511	-0.231534
0.127888	-0.0475184	-0.232825
0.128255	-0.0440678	-0.234023
0.128623	-0.040602	-0.235128
0.12899	-0.0371233	-0.23614
0.129358	-0.0336345	-0.237058
0.129725	-0.0301379	-0.237883
0.130093	-0.0266361	-0.238615
0.13046	-0.0231317	-0.239253
0.130828	-0.0196271	-0.239798
0.131195	-0.0161249	-0.240249
0.131563	-0.0126276	-0.240607
0.13193	-0.00913759	-0.240873
0.132298	-0.00565747	-0.241046
0.132665	-0.00218969	-0.241128
0.133033	0.00126331	-0.241117
0.1334	0.00469908	-0.241017
0.133768	0.00811519	-0.240825
0.134135	0.0115093	-0.240545
0.134503	0.0148789	-0.240175
0.13487	0.0182217	-0.239718
0.135238	0.0215354	-0.239173
0.135605	0.0248177	-0.238543
0.135972	0.0280662	-0.237827
0.13634	0.0312788	-0.237027
0.136707	0.0344533	-0.236145
0.137075	0.0375874	-0.23518
0.137442	0.040679	-0.234135
0.13781	0.043726	-0.233011
0.138177	0.0467264	-0.23181
0.138545	0.0496781	-0.230532
0.138912	0.0525791	-0.229178
0.13928	0.0554275	-0.227752
0.139647	0.0582214	-0.226254
0.140015	0.0609589	-0.224685
0.140382	0.0636382	-0.223048
0.14075	0.0662576	-0.221344
0.141117	0.0688154	-0.219575
0.141485	0.0713099	-0.217743
0.141852	0.0737395	-0.21585
0.14222	0.0761027	-0.213897
0.142587	0.0783979	-0.211886
0.142955	0.0806238	-0.20982
0.143322	0.0827788	-0.2077
0.14369	0.0848618	-0.205529
0.144057	0.0868714	-0.203308
0.144425	0.0888064	-0.20104
0.144792	0.0906657	-0.198726
0.14516	0.0924482	-0.19637
0.145527	0.0941529	-0.193972
0.145895	0.0957787	-0.191536
0.146262	0.0973248	-0.189063
0.14663	0.0987903	-0.186556
0.146997	0.100174	-0.184018
0.147365	0.101477	-0.181449
0.147732	0.102696	-0.178854
0.1481	0.103832	-0.176233
0.148467	0.104884	-0.17359
0.148835	0.105853	-0.170926
0.149202	0.106736	-0.168245
0.14957	0.107534	-0.165547
0.149937	0.108248	-0.162837
0.150305	0.108875	-0.160116
0.150672	0.109418	-0.157386
0.15104	0.109874	-0.154651
0.151407	0.110245	-0.151911
0.151775	0.110531	-0.149171
0.152142	0.110731	-0.146431
0.15251	0.110846	-0.143694
0.152877	0.110875	-0.140964
0.153245	0.110821	-0.138241
0.153612	0.110682	-0.135529
0.15398	0.110459	-0.132829
0.154347	0.110153	-0.130144
0.154715	0.109765	-0.127477
0.155082	0.109294	-0.124828
0.15545	0.108743	-0.122202
0.155817	0.10811	-0.119599
0.156185	0.107398	-0.117023
0.156552	0.106608	-0.114474
0.15692	0.105739	-0.111956
0.157287	0.104793	-0.10947
0.157655	0.103772	-0.107019
0.158022	0.102676	-0.104604
0.15839	0.101506	-0.102228
0.158757	0.100264	-0.099892
0.159125	0.0989512	-0.0975984
0.159492	0.0975685	-0.0953489
0.15986	0.0961174	-0.0931455
0.160227	0.0945994	-0.0909899
0.160595	0.0930159	-0.0888839
0.160962	0.0913684	-0.0868292
0.16133	0.0896585	-0.0848274
0.161697	0.0878879	-0.0828802
0.162065	0.086058	-0.0809891
0.162432	0.0841707	-0.0791556
0.162799	0.0822277	-0.0773813
0.163167	0.0802306	-0.0756675
0.163534	0.0781813	-0.0740155
0.163902	0.0760816	-0.0724268
0.164269	0.0739335	-0.0709025
0.164637	0.0717387	-0.0694439
0.165004	0.0694992	-0.068052
0.165372	0.0672169	-0.0667281
0.165739	0.0648939	-0.0654731
0.166107	0.0625321	-0.0642881
0.166474	0.0601336	-0.0631738
0.166842	0.0577003	-0.0621313
0.167209	0.0552345	-0.0611612
0.167577	0.0527381	-0.0602644
0.167944	0.0502132	-0.0594415
0.168312	0.047662	-0.0586931
0.168679	0.0450866	-0.0580198
0.169047	0.0424892	-0.0574221
0.169414	0.0398718	-0.0569005
0.169782	0.0372367	-0.0564553
0.170149	0.034586	-0.0560868
0.170517	0.0319218	-0.0557953
0.170884	0.0292464	-0.055581
0.171252	0.0265619	-0.055444
0.171619	0.0238705	-0.0553844
0.171987	0.0211743	-0.0554022
0.172354	0.0184756	-0.0554974
0.172722	0.0157764	-0.0556697
0.173089	0.0130789	-0.0559192
0.173457	0.0103853	-0.0562455
0.173824	0.0076976	-0.0566483
0.174192	0.00501803	-0.0571273
0.174559	0.00234864	-0.0576821
0.174927	-0.000308483	-0.0583122
0.175294	-0.00295127	-0.0590171
0.175662	-0.00557768	-0.0597963
0.176029	-0.00818568	-0.060649
0.176397	-0.0107733	-0.0615745
0.176764	-0.0133385	-0.0625723
0.177132	-0.0158794	-0.0636413
0.177499	-0.018394	-0.0647808
0.177867	-0.0208805	-0.0659899
0.178234	-0.0233369	-0.0672676
0.178602	-0.0257615	-0.0686129
0.178969	-0.0281525	-0.0700248
0.179337	-0.030508	-0.071502
0.179704	-0.0328264	-0.0730436
0.180072	-0.0351059	-0.0746482
0.180439	-0.0373449	-0.0763147
0.180807	-0.0395417	-0.0780417
0.181174	-0.0416949	-0.079828
0.181542	-0.0438029	-0.081672
0.181909	-0.0458641	-0.0835725
0.182277	-0.0478771	-0.085528
0.182644	-0.0498405	-0.087537
0.183012	-0.051753	-0.0895979
0.183379	-0.0536132	-0.0917092
0.183747	-0.0554199	-0.0938693
0.184114	-0.0571718	-0.0960766
0.184482	-0.0588679	-0.0983294
0.184849	-0.0605068	-0.100626
0.185217	-0.0620877	-0.102965
0.185584	-0.0636095	-0.105344
0.185952	-0.0650712	-0.107762
0.186319	-0.0664719	-0.110216
0.186687	-0.0678107	-0.112706
0.187054	-0.0690869	-0.115229
0.187422	-0.0702996	-0.117783
0.187789	-0.0714483	-0.120366
0.188157	-0.0725322	-0.122978
0.188524	-0.0735507	-0.125615
0.188892	-0.0745034	-0.128275
0.189259	-0.0753897	-0.130958
0.189627	-0.0762092	-0.133661
0.189994	-0.0769617	-0.136381
0.190361	-0.0776466	-0.139118
0.190729	-0.0782639	-0.141869
0.191096	-0.0788132	-0.144632
0.191464	-0.0792945	-0.147406
0.191831	-0.0797077	-0.150188
0.192199	-0.0800527	-0.152976
0.192566	-0.0803296	-0.155769
0.192934	-0.0805384	-0.158564
0.193301	-0.0806793	-0.16136
0.193669	-0.0807525	-0.164154
0.194036	-0.0807582	-0.166946
0.194404	-0.0806967	-0.169732
0.194771	-0.0805683	-0.172511
0.195139	-0.0803735	-0.175282
0.195506	-0.0801127	-0.178042
0.195874	-0.0797864	-0.180789
0.196241	-0.0793952	-0.183522
0.196609	-0.0789397	-0.186239
0.196976	-0.0784206	-0.188939
0.197344	-0.0778384	-0.191618
0.197711	-0.0771941	-0.194276
0.198079	-0.0764884	-0.196912
0.198446	-0.0757221	-0.199522
0.198814	-0.0748962	-0.202107
0.199181	-0.0740115	-0.204663
0.199549	-0.0730691	-0.20719
0.199916	-0.0720699	-0.209686
0.200284	-0.0710151	-0.21215
0.200651	-0.0699058	-0.214579
0.201019	-0.068743	-0.216973
0.201386	-0.067528	-0.219331
0.201754	-0.066262	-0.22165
0.202121	-0.0649462	-0.22393
0.202489	-0.063582	-0.226168
0.202856	-0.0621706	-0.228365
0.203224	-0.0607134	-0.230519
0.203591	-0.0592118	-0.232628
0.203959	-0.0576672	-0.234692
0.204326	-0.056081	-0.236709
0.204694	-0.0544547	-0.238679
0.205061	-0.0527899	-0.2406
0.205429	-0.0510879	-0.242471
0.205796	-0.0493505	-0.244293
0.206164	-0.047579	-0.246062
0.206531	-0.0457752	-0.24778
0.206899	-0.0439406	-0.249445
0.207266	-0.0420768	-0.251057
0.207634	-0.0401854	-0.252615
0.208001	-0.0382682	-0.254117
0.208369	-0.0363267	-0.255565
0.208736	-0.0343626	-0.256957
0.209104	-0.0323777	-0.258292
0.209471	-0.0303736	-0.259571
0.209839	-0.0283519	-0.260793
0.210206	-0.0263145	-0.261957
0.210574	-0.0242629	-0.263064
0.210941	-0.022199	-0.264114
0.211309	-0.0201244	-0.265105
0.211676	-0.0180408	-0.266038
0.212044	-0.0159499	-0.266914
0.212411	-0.0138534	-0.267731
0.212779	-0.0117531	-0.26849
0.213146	-0.0096506	-0.269192
0.213514	-0.00754757	-0.269835
0.213881	-0.00544572	-0.270422
0.214249	-0.00334669	-0.27095
0.214616	-0.00125214	-0.271422
0.214984	0.0008363	-0.271837
0.215351	0.002917	-0.272196
0.215719	0.00498835	-0.272498
0.216086	0.00704877	-0.272746
0.216454	0.00909668	-0.272938
0.216821	0.0111305	-0.273076
0.217188	0.0131488	-0.273161
0.217556	0.01515	-0.273192
0.217923	0.0171326	-0.273171
0.218291	0.0190952	-0.273098
0.218658	0.0210363	-0.272974
0.219026	0.0229545	-0.272801
0.219393	0.0248485	-0.272578
0.219761	0.0267168	-0.272306
0.220128	0.0285583	-0.271988
0.220496	0.0303715	-0.271622
0.220863	0.0321553	-0.271212
0.221231	0.0339083	-0.270757
0.221598	0.0356295	-0.270258
0.221966	0.0373176	-0.269718
0.222333	0.0389716	-0.269136
0.222701	0.0405904	-0.268514
0.223068	0.0421728	-0.267853
0.223436	0.043718	-0.267155
0.223803	0.0452249	-0.26642
0.224171	0.0466925	-0.26565
0.224538	0.0481201	-0.264847
0.224906	0.0495068	-0.264011
0.225273	0.0508517	-0.263143
0.225641	0.0521541	-0.262246
0.226008	0.0534133	-0.26132
0.226376	0.0546285	-0.260367
0.226743	0.0557991	-0.259389
0.227111	0.0569246	-0.258386
0.227478	0.0580043	-0.25736
0.227846	0.0590379	-0.256313
0.228213	0.0600247	-0.255246
0.228581	0.0609644	-0.25416
0.228948	0.0618565	-0.253057
0.229316	0.0627009	-0.251939
0.229683	0.0634971	-0.250806
0.230051	0.0642449	-0.249661
0.230418	0.0649442	-0.248504
0.230786	0.0655947	-0.247338
0.231153	0.0661963	-0.246164
0.231521	0.066749	-0.244982
0.231888	0.0672528	-0.243796
0.232256	0.0677077	-0.242606
0.232623	0.0681137	-0.241413
0.232991	0.0684709	-0.24022
0.233358	0.0687795	-0.239027
0.233726	0.0690397	-0.237837
0.234093	0.0692517	-0.23665
0.234461	0.0694158	-0.235467
0.234828	0.0695323	-0.234292
0.235196	0.0696016	-0.233123
0.235563	0.069624	-0.231964
0.235931	0.0696	-0.230816
0.236298	0.0695301	-0.229679
0.236666	0.0694148	-0.228555
0.237033	0.0692546	-0.227446
0.237401	0.0690501	-0.226353
0.237768	0.068802	-0.225277
0.238136	0.068511	-0.224219
0.238503	0.0681776	-0.22318
0.238871	0.0678027	-0.222163
0.239238	0.067387	-0.221167
0.239606	0.0669314	-0.220194
0.239973	0.0664365	-0.219245
0.240341	0.0659034	-0.218322
0.240708	0.0653329	-0.217424
0.241076	0.0647258	-0.216555
0.241443	0.0640833	-0.215713
0.241811	0.0634062	-0.214901
0.242178	0.0626955	-0.214119
0.242546	0.0619522	-0.213368
0.242913	0.0611775	-0.21265
0.243281	0.0603723	-0.211964
0.243648	0.0595378	-0.211311
0.244015	0.0586751	-0.210694
0.244383	0.0577853	-0.210111
0.24475	0.0568696	-0.209564
0.245118	0.0559291	-0.209054
0.245485	0.054965	-0.208581
0.245853	0.0539785	-0.208145
0.24622	0.0529709	-0.207748
0.246588	0.0519433	-0.20739
0.246955	0.050897	-0.207071
0.247323	0.0498333	-0.206791
0.24769	0.0487533	-0.206552
0.248058	0.0476584	-0.206353
0.248425	0.0465498	-0.206195
0.248793	0.0454289	-0.206078
0.24916	0.0442968	-0.206002
0.249528	0.0431549	-0.205967
0.249895	0.0420044	-0.205974
0.250263	0.0408467	-0.206023
0.25063	0.039683	-0.206114
0.250998	0.0385146	-0.206246
0.251365	0.0373428	-0.206421
0.251733	0.0361689	-0.206637
0.2521	0.0349941	-0.206895
0.252468	0.0338197	-0.207194
0.252835	0.032647	-0.207535
0.253203	0.0314772	-0.207918
0.25357	0.0303115	-0.208341
0.253938	0.0291512	-0.208805
0.254305	0.0279976	-0.20931
0.254673	0.0268517	-0.209855
0.25504	0.0257149	-0.210439
0.255408	0.0245882	-0.211063
0.255775	0.0234728	-0.211726
0.256143	0.02237	-0.212427
0.25651	0.0212807	-0.213167
0.256878	0.0202061	-0.213943
0.257245	0.0191474	-0.214757
0.257613	0.0181055	-0.215607
0.25798	0.0170815	-0.216492
0.258348	0.0160765	-0.217413
0.258715	0.0150914	-0.218367
0.259083	0.0141272	-0.219355
0.25945	0.0131849	-0.220376
0.259818	0.0122653	-0.221429
0.260185	0.0113694	-0.222514
0.260553	0.0104981	-0.223628
0.26092	0.00965219	-0.224772
0.261288	0.00883248	-0.225945
0.261655	0.00803978	-0.227145
0.262023	0.00727484	-0.228373
0.26239	0.00653837	-0.229626
0.262758	0.0058311	-0.230904
0.263125	0.00515366	-0.232207
0.263493	0.00450671	-0.233532
0.26386	0.00389084	-0.234879
0.264228	0.00330662	-0.236247
0.264595	0.00275458	-0.237636
0.264963	0.00223523	-0.239042
0.26533	0.00174904	-0.240467
0.265698	0.00129645	-0.241909
0.266065	0.000877846	-0.243366
0.266433	0.000493606	-0.244838
0.2668	0.000144061	-0.246323
0.267168	-0.000170491	-0.247821
0.267535	-0.000449788	-0.249329
0.267903	-0.000693601	-0.250848
0.26827	-0.000901736	-0.252376
0.268638	-0.00107403	-0.253912
0.269005	-0.00121037	-0.255454
0.269373	-0.00131066	-0.257002
0.26974	-0.00137485	-0.258555
0.270108	-0.00140291	-0.260111
0.270475	-0.00139487	-0.261669
0.270843	-0.00135077	-0.263228
0.27121	-0.00127069	-0.264787
0.271577	-0.00115476	-0.266345
0.271945	-0.00100312	-0.267901
0.272312	-0.000815967	-0.269454
0.27268	-0.000593508	-0.271002
0.273047	-0.000335996	-0.272544
0.273415	-4.37146e-05	-0.274081
0.273782	0.000283021	-0.275609
0.27415	0.000643864	-0.277129
0.274517	0.00103844	-0.278639
0.274885	0.00146633	-0.280138
0.275252	0.00192711	-0.281626
0.27562	0.00242031	-0.283101
0.275987	0.00294543	-0.284562
0.276355	0.00350194	-0.286009
0.276722	0.00408929	-0.28744
0.27709	0.00470691	-0.288855
0.277457	0.00535419	-0.290252
0.277825	0.00603048	-0.291631
0.278192	0.00673515	-0.292991
0.27856	0.0074675	-0.294331
0.278927	0.00822683	-0.295651
0.279295	0.00901241	-0.296949
0.279662	0.00982349	-0.298224
0.28003	0.0106593	-0.299477
0.280397	0.0115191	-0.300706
0.280765	0.0124019	-0.301911
0.281132	0.0133071	-0.303091
0.2815	0.0142337	-0.304245
0.281867	0.015181	-0.305373
0.282235	0.0161479	-0.306474
0.282602	0.0171336	-0.307547
0.28297	0.0181372	-0.308593
0.283337	0.0191577	-0.309611
0.283705	0.0201943	-0.310599
0.284072	0.021246	-0.311559
0.28444	0.0223118	-0.312489
0.284807	0.0233908	-0.313388
0.285175	0.0244819	-0.314258
0.285542	0.0255842	-0.315097
0.28591	0.0266967	-0.315905
0.286277	0.0278184	-0.316682
0.286645	0.0289482	-0.317427
0.287012	0.0300853	-0.318141
0.28738	0.0312285	-0.318823
0.287747	0.0323769	-0.319474
0.288115	0.0335294	-0.320093
0.288482	0.034685	-0.320679
0.28885	0.0358428	-0.321234
0.289217	0.0370016	-0.321757
0.289585	0.0381605	-0.322248
0.289952	0.0393185	-0.322707
0.29032	0.0404746	-0.323134
0.290687	0.0416277	-0.32353
0.291055	0.0427769	-0.323894
0.291422	0.0439212	-0.324227
0.29179	0.0450597	-0.324529
0.292157	0.0461913	-0.3248
